i_connect_no,i_site_code,i_unit_num,i_giku_num,c_tag_no,c_tag_desc,c_category1,c_category2,c_category3,d_disp_range_lower,d_disp_range_upper,c_unit,i_decimal_place,i_signal_type,c_unit2,d_cnv1,d_cnv2,i_cdbi,c_point_id,c_retu text,i_off_set,i_kind_num,i_auto_flag,d_dead_band,i_xid bigint
1,1,2,0,SB_30LAB11AA051-MVS,BFP A FC MVS,-99,18,,0,100,%,2,0,,1,1,1653,SB_010200000000001653,data52,0,0,1,0.001,1653
1,1,2,0,SB_30LAB12AA051-PSS,BFP B FC PSS,-99,18,,0,100,%,2,0,,1,1,1654,SB_010200000000001654,data53,0,0,1,0.001,1654
1,1,2,0,SB_30LAB12AA051-RFV,BFP B FC RFV,-99,11,,-530,440,mm,2,0,,1,1,1655,SB_010200000000001655,data54,0,0,1,0.001,1655
1,1,2,0,SB_30LAB12AA051-RF2,BFP B FC RF2,-99,11,,-530,440,mm,2,0,,1,1,1656,SB_010200000000001656,data55,0,0,1,0.001,1656
1,1,2,0,SB_30LAB12AA051-MVS,BFP B FC MVS,-99,18,,0,100,%,2,0,,1,1,1657,SB_010200000000001657,data56,0,0,1,0.001,1657
1,1,2,0,SB_30LAB13AA051-PSS,BFP C FC PSS,-99,18,,0,100,%,2,0,,1,1,1658,SB_010200000000001658,data57,0,0,1,0.001,1658
1,1,2,0,SB_30LAB13AA051-RFV,BFP C FC RFV,-99,11,,-530,440,mm,2,0,,1,1,1659,SB_010200000000001659,data58,0,0,1,0.001,1659
1,1,2,0,SB_30LAB13AA051-RF2,BFP C FC RF2,-99,11,,-530,440,mm,2,0,,1,1,1660,SB_010200000000001660,data59,0,0,1,0.001,1660
1,1,2,0,SB_30LAB13AA051-MVS,BFP C FC MVS,-99,18,,0,100,%,2,0,,1,1,1661,SB_010200000000001661,data60,0,0,1,0.001,1661
1,1,2,0,SB_30LAA10AA510-MVS,DEA FW STOR TK DRN VLV POS IND,-99,,,0,100,,2,0,,1,1,1662,SB_010200000000001662,data61,0,0,1,0.001,1662
1,1,2,0,SB_30LAA10AA510-POS,DEA FW STOR TK DRN VLV POS,-99,,,0,100,,2,0,,1,1,1663,SB_010200000000001663,data62,0,0,1,0.001,1663
1,1,2,0,SB_30LAA10FL010ZQ01-SOR,FW STOR TK LVL SV SOR,-99,,,,,,,1,,1,1,1664,SB_010200000000001664,data63,0,1,1,0,1664
1,1,2,0,SB_30LAB21CF002ZQ01-SOR,BFP A RECIRC FCV SV SOR,-99,,,,,,,1,,1,1,1665,SB_010200000000001665,data64,0,1,1,0,1665
1,1,2,0,SB_30LAB22CF002ZQ01-SOR,BFP B RECIRC FCV SV SOR,-99,,,,,,,1,,1,1,1666,SB_010200000000001666,data65,0,1,1,0,1666
1,1,2,0,SB_30HNC51CT506XQ01-OUT,IDF A MTR BRG TEMP (DE-Y),-99,1,,0,200,DEG C,2,0,,1,1,1667,SB_010200000000001667,data66,0,0,1,0.001,1667
1,1,2,0,SB_30HNC52CT501XQ01-OUT,IDF B BRG TEMP (FIXED X),-99,1,,0,200,DEG C,2,0,,1,1,1668,SB_010200000000001668,data67,0,0,1,0.001,1668
1,1,2,0,SB_30HNC52CT502XQ01-OUT,IDF B BRG TEMP (FIXED Y),-99,1,,0,200,DEG C,2,0,,1,1,1669,SB_010200000000001669,data68,0,0,1,0.001,1669
1,1,2,0,SB_30HNC52CT503XQ01-OUT,IDF B BRG TEMP (FREE X),-99,1,,0,200,DEG C,2,0,,1,1,1670,SB_010200000000001670,data69,0,0,1,0.001,1670
1,1,2,0,SB_30HNC52CT504XQ01-OUT,IDF B BRG TEMP (FREE Y),-99,1,,0,200,DEG C,2,0,,1,1,1671,SB_010200000000001671,data70,0,0,1,0.001,1671
1,1,2,0,SB_30LAB23CF002ZQ01-SOR,BFP C RECIRC FCV SV SOR,-99,,,,,,,1,,1,1,1672,SB_010200000000001672,data71,0,1,1,0,1672
1,1,2,0,SB_30HNC51AA001XQ01-OUT,IDF A INLET VANE POS,-99,18,,0,100,%,1,0,,1,1,1673,SB_010200000000001673,data72,0,0,1,0.01,1673
1,1,2,0,SB_30HNC52AA001XQ01-OUT,IDF B INLET VANE POS,-99,18,,0,100,%,1,0,,1,1,1674,SB_010200000000001674,data73,0,0,1,0.01,1674
1,1,2,0,SB_30LAA10FL010,FW STOR TK LVL,-99,11,,-1920,200,mm,2,0,,1,1,1675,SB_010200000000001675,data74,0,0,1,0.001,1675
1,1,2,0,SB_30HQA10GH001XB04-OUT,ESP SYSTEM GROUP IN SHUTDOWN,-99,,,,,,,1,,1,1,1676,SB_010200000000001676,data75,0,1,1,0,1676
1,1,2,0,SB_30LAB26AA001XB06-OUT,BFP C RECIRC VLV LIM SW OP,-99,,,,,,,1,,1,1,1677,SB_010200000000001677,data76,0,1,1,0,1677
1,1,2,0,SB_30LAB25AA001XB06-OUT,BFP B RECIRC VLV LIM SW OP,-99,,,,,,,1,,1,1,1678,SB_010200000000001678,data77,0,1,1,0,1678
1,1,2,0,SB_30LAB24AA001XB06-OUT,BFP A RECIRC VLV LIM OP,-99,,,,,,,1,,1,1,1679,SB_010200000000001679,data78,0,1,1,0,1679
1,1,2,0,SB_30LAB30FP010ZQ01-SOR,BFP DP SV SOR,-99,,,,,,,1,,1,1,1680,SB_010200000000001680,data79,0,1,1,0,1680
1,1,2,0,SB_30LAA10CP001ZQ01-SOR,FW STOR TK PRS SV(FROM CRH LINE) SOR,-99,,,,,,,1,,1,1,1681,SB_010200000000001681,data80,0,1,1,0,1681
1,1,2,0,SB_30LAA10CP001ZQ02-SOR,FW STOR TK PRS SV (FROM AUX LINE) SOR,-99,,,,,,,1,,1,1,1682,SB_010200000000001682,data81,0,1,1,0,1682
1,1,2,0,SB_30HNC52AA001YQ01-OUT,IDF B INLET VANE POS DMD,-99,18,,0,100,%,2,0,,1,1,1683,SB_010200000000001683,data82,0,0,1,0.001,1683
1,1,2,0,SB_30LAA10CP001ZQ01-SHV,FW STOR TK PRS SV(FROM CRH LINE) SHV,-99,2,,0,10,bar G,2,0,,1,1,1684,SB_010200000000001684,data83,0,0,1,0.001,1684
1,1,2,0,SB_30LAA10CP001ZQ01-SLV,FW STOR TK PRS SV(FROM CRH LINE) SLV,-99,2,,0,10,bar G,2,0,,1,1,1685,SB_010200000000001685,data84,0,0,1,0.001,1685
1,1,2,0,SB_30LAA10CP001ZQ01-OUT,FW STOR TK PRS SV(FROM CRH LINE) OUT,-99,2,,0,10,bar G,2,0,,1,1,1686,SB_010200000000001686,data85,0,0,1,0.001,1686
1,1,2,0,SB_30LAA10CP001ZQ01-SVS,FW STOR TK PRS SV(FROM CRH LINE) SVS,-99,2,,0,10,bar G,2,0,,1,1,1687,SB_010200000000001687,data86,0,0,1,0.001,1687
1,1,2,0,SB_30LAA10CP001ZQ02-SHV,FW STOR TK PRS SV (FROM AUX LINE) SHV,-99,2,,0,10,bar G,2,0,,1,1,1688,SB_010200000000001688,data87,0,0,1,0.001,1688
1,1,2,0,SB_30LAA10CP001ZQ02-SLV,FW STOR TK PRS SV (FROM AUX LINE) SLV,-99,2,,0,10,bar G,2,0,,1,1,1689,SB_010200000000001689,data88,0,0,1,0.001,1689
1,1,2,0,SB_30LAA10CP001ZQ02-OUT,FW STOR TK PRS SV (FROM AUX LINE) OUT,-99,2,,0,10,bar G,2,0,,1,1,1690,SB_010200000000001690,data89,0,0,1,0.001,1690
1,1,2,0,SB_30LAA10CP001ZQ02-SVS,FW STOR TK PRS SV (FROM AUX LINE) SVS,-99,2,,0,10,bar G,2,0,,1,1,1691,SB_010200000000001691,data90,0,0,1,0.001,1691
1,1,2,0,SB_30LAB40EP010-SPV,HP HTR5 INL WTR PRS VAL SEL,-99,2,,0,300,bar G,1,0,,1,1,1692,SB_010200000000001692,data91,0,0,1,0.01,1692
1,1,2,0,SB_30LAB30EP010-POS,BFP DISCH HDR PRS SEL POS,-99,18,,0,100,%,2,0,,1,1,1693,SB_010200000000001693,data92,0,0,1,0.001,1693
1,1,2,0,SB_30LAB40EP010-S2V,HP HTR5 INL WTR PRS SENS B VAL,-99,2,,0,300,bar G,1,0,,1,1,1694,SB_010200000000001694,data93,0,0,1,0.01,1694
1,1,2,0,SB_30LAA10EL010-S3V,FW STOR TK LVL SELECT SENS C VAL,-99,11,,-1920,200,mm,2,0,,1,1,1695,SB_010200000000001695,data94,0,0,1,0.001,1695
1,1,2,0,SB_30LAA10EL010-S2V,FW STOR TK LVL SELECT SENS B VAL,-99,11,,-1920,200,mm,2,0,,1,1,1696,SB_010200000000001696,data95,0,0,1,0.001,1696
1,1,2,0,SB_30LAB30EP010-S2V,BFP DISCH HDR PRS SENS B VAL,-99,2,,0,300,bar G,1,0,,1,1,1697,SB_010200000000001697,data96,0,0,1,0.01,1697
1,1,2,0,SB_30LAA10EL010-SPV,FW STOR TK LVL SELECT VAL SEL,-99,11,,-1920,200,mm,2,0,,1,1,1698,SB_010200000000001698,data97,0,0,1,0.001,1698
1,1,2,0,SB_30LAB30EP010-S1V,BFP DISCH HDR PRS SENS A VAL,-99,2,,0,300,bar G,1,0,,1,1,1699,SB_010200000000001699,data98,0,0,1,0.01,1699
1,1,2,0,SB_30LAA10EL010-POS,FW STOR TK LVL SELECT POS,-99,,,0,100,,2,0,,1,1,1700,SB_010200000000001700,data99,0,0,1,0.001,1700
1,1,2,0,SB_30LAB40EP010-S1V,HP HTR5 INL WTR PRS SENS A VAL,-99,2,,0,300,bar G,1,0,,1,1,1701,SB_010200000000001701,data0,0,0,1,0.01,1701
1,1,2,0,SB_30LAB30EP010-SPV,BFP DISCH HDR PRS VAL SEL,-99,2,,0,300,bar G,1,0,,1,1,1702,SB_010200000000001702,data1,0,0,1,0.01,1702
1,1,2,0,SB_30LAA10EL010-S1V,FW STOR TK LVL SELECT SENS A VAL,-99,11,,-1920,200,mm,2,0,,1,1,1703,SB_010200000000001703,data2,0,0,1,0.001,1703
1,1,2,0,SB_30LAB40EP010-POS,HP HTR5 INL WTR PRS SEL POS,-99,18,,0,100,%,2,0,,1,1,1704,SB_010200000000001704,data3,0,0,1,0.001,1704
1,1,2,0,SB_30LAB21CF002-OUT,BFP A DISCH FLOW,-99,23,,0,230000,kg/h,2,0,,1,1,1705,SB_010200000000001705,data4,0,0,1,0.001,1705
1,1,2,0,SB_30LAB22CF002-OUT,BFP B DISCH FLOW,-99,23,,0,230000,kg/h,2,0,,1,1,1706,SB_010200000000001706,data5,0,0,1,0.001,1706
1,1,2,0,SB_30LAB23CF002-OUT,BFP C DISCH FLOW,-99,23,,0,230000,t/h,2,0,,1,1,1707,SB_010200000000001707,data6,0,0,1,0.001,1707
1,1,2,0,SB_30LAB21AA101XQ01-OUT,BFP A OTL ISO VLV POS,-99,18,,0,100,%,2,0,,1,1,1708,SB_010200000000001708,data7,0,0,1,0.001,1708
1,1,2,0,SB_30LAB22AA101XQ01-OUT,BFP B OTL ISO VLV POS,-99,18,,0,100,%,2,0,,1,1,1709,SB_010200000000001709,data8,0,0,1,0.001,1709
1,1,2,0,SB_30LAB23AA101XQ01-OUT,BFP C OTL ISO VLV POS,-99,18,,0,100,%,2,0,,1,1,1710,SB_010200000000001710,data9,0,0,1,0.001,1710
1,1,2,0,SB_30LAB40AA101-POS,HP HTR5 INL VLV POS,-99,,,0,100,,2,0,,1,1,1711,SB_010200000000001711,data10,0,0,1,0.001,1711
1,1,2,0,SB_30LAB40AA101-MVS,HP HTR5 INL VLV POS IND,-99,,,0,100,,2,0,,1,1,1712,SB_010200000000001712,data11,0,0,1,0.001,1712
1,1,2,0,SB_30LAB50AA101-POS,HP HTR5 OTL VLV POS,-99,,,0,100,,2,0,,1,1,1713,SB_010200000000001713,data12,0,0,1,0.001,1713
1,1,2,0,SB_30LAB50AA101-MVS,HP HTR5 OTL VLV POS IND,-99,,,0,100,,2,0,,1,1,1714,SB_010200000000001714,data13,0,0,1,0.001,1714
1,1,2,0,SB_30LAB45AA101-POS,HP HTR5 BYP VLV POS,-99,,,0,100,,2,0,,1,1,1715,SB_010200000000001715,data14,0,0,1,0.001,1715
1,1,2,0,SB_30LAB45AA101-MVS,HP HTR5 BYP VLV POS IND,-99,,,0,100,,2,0,,1,1,1716,SB_010200000000001716,data15,0,0,1,0.001,1716
1,1,2,0,SB_30LAB50AA102-POS,HP HTR6 INL VLV POS,-99,,,0,100,,2,0,,1,1,1717,SB_010200000000001717,data16,0,0,1,0.001,1717
1,1,2,0,SB_30LAB50AA102-MVS,HP HTR6 INL VLV POS IND,-99,,,0,100,,2,0,,1,1,1718,SB_010200000000001718,data17,0,0,1,0.001,1718
1,1,2,0,SB_30LAB60AA101-POS,HP HTR6 OTL VLV POS,-99,,,0,100,,2,0,,1,1,1719,SB_010200000000001719,data18,0,0,1,0.001,1719
1,1,2,0,SB_30LAB60AA101-MVS,HP HTR6 OTL VLV POS IND,-99,,,0,100,,2,0,,1,1,1720,SB_010200000000001720,data19,0,0,1,0.001,1720
1,1,2,0,SB_30LAB55AA101-POS,HP HTR6 BYP VLV POS,-99,,,0,100,,2,0,,1,1,1721,SB_010200000000001721,data20,0,0,1,0.001,1721
1,1,2,0,SB_30LAB55AA101-MVS,HP HTR6 BYP VLV POS IND,-99,,,0,100,,2,0,,1,1,1722,SB_010200000000001722,data21,0,0,1,0.001,1722
1,1,2,0,SB_30LAB60AA102-POS,HP HTR7 INL VLV POS,-99,,,0,100,,2,0,,1,1,1723,SB_010200000000001723,data22,0,0,1,0.001,1723
1,1,2,0,SB_30LAB60AA102-MVS,HP HTR7 INL VLV POS IND,-99,,,0,100,,2,0,,1,1,1724,SB_010200000000001724,data23,0,0,1,0.001,1724
1,1,2,0,SB_30LAB21AA101-POS,BFP A OTL ISO VLV POS,-99,,,0,100,,2,0,,1,1,1725,SB_010200000000001725,data24,0,0,1,0.001,1725
1,1,2,0,SB_30LAB21AA101-MVS,BFP A OTL ISO VLV POS IND,-99,,,0,100,,2,0,,1,1,1726,SB_010200000000001726,data25,0,0,1,0.001,1726
1,1,2,0,SB_30LAB22AA101-POS,BFP B OTL ISO VLV POS,-99,,,0,100,,2,0,,1,1,1727,SB_010200000000001727,data26,0,0,1,0.001,1727
1,1,2,0,SB_30LAB22AA101-MVS,BFP B OTL ISO VLV POS IND,-99,,,0,100,,2,0,,1,1,1728,SB_010200000000001728,data27,0,0,1,0.001,1728
1,1,2,0,SB_30LAB23AA101-POS,BFP C OTL ISO VLV POS,-99,,,0,100,,2,0,,1,1,1729,SB_010200000000001729,data28,0,0,1,0.001,1729
1,1,2,0,SB_30LAB23AA101-MVS,BFP C OTL ISO VLV POS IND,-99,,,0,100,,2,0,,1,1,1730,SB_010200000000001730,data29,0,0,1,0.001,1730
1,1,2,0,SB_30HNC51CT501XQ01-OUT,IDF A BRG TEMP (FIXED SIDE-X),-99,1,,0,200,DEG C,2,0,,1,1,1731,SB_010200000000001731,data30,0,0,1,0.001,1731
1,1,2,0,SB_30HNC51CT502XQ01-OUT,IDF A BRG TEMP (FIXED SIDE-Y),-99,1,,0,200,DEG C,2,0,,1,1,1732,SB_010200000000001732,data31,0,0,1,0.001,1732
1,1,2,0,SB_30HNC51CT503XQ01-OUT,IDF A BRG TEMP (FREE SIDE-X),-99,1,,0,200,DEG C,2,0,,1,1,1733,SB_010200000000001733,data32,0,0,1,0.001,1733
1,1,2,0,SB_30HNC51CT504XQ01-OUT,IDF A BRG TEMP (FREE SIDE-Y),-99,1,,0,200,DEG C,2,0,,1,1,1734,SB_010200000000001734,data33,0,0,1,0.001,1734
1,1,2,0,SB_30HNC51CT505XQ01-OUT,IDF A MTR BRG TEMP (DE-X),-99,1,,0,200,DEG C,2,0,,1,1,1735,SB_010200000000001735,data34,0,0,1,0.001,1735
1,1,2,0,SB_30HNC51CT507XQ01-OUT,IDF A MTR BRG TEMP ( NDE-X),-99,1,,0,200,DEG C,2,0,,1,1,1736,SB_010200000000001736,data35,0,0,1,0.001,1736
1,1,2,0,SB_30HNC51CT508XQ01-OUT,IDF A MTR BRG TEMP (NDE-Y),-99,1,,0,200,DEG C,2,0,,1,1,1737,SB_010200000000001737,data36,0,0,1,0.001,1737
1,1,2,0,SB_30HNC51CT509XQ01-OUT,IDF A WINDING TEMP (X1),-99,1,,0,200,DEG C,2,0,,1,1,1738,SB_010200000000001738,data37,0,0,1,0.001,1738
1,1,2,0,SB_30HNC51CT512XQ01-OUT,IDF A WINDING TEMP (X2),-99,1,,0,200,DEG C,2,0,,1,1,1739,SB_010200000000001739,data38,0,0,1,0.001,1739
1,1,2,0,SB_30HNC51CT510XQ01-OUT,IDF A WINDING TEMP (Y1.),-99,1,,0,200,DEG C,2,0,,1,1,1740,SB_010200000000001740,data39,0,0,1,0.001,1740
1,1,2,0,SB_30HNC51CT513XQ01-OUT,IDF A WINDING TEMP (Y2),-99,1,,0,200,DEG C,2,0,,1,1,1741,SB_010200000000001741,data40,0,0,1,0.001,1741
1,1,2,0,SB_30HNC51CT511XQ01-OUT,IDF A WINDING TEMP (Z1),-99,1,,0,200,DEG C,2,0,,1,1,1742,SB_010200000000001742,data41,0,0,1,0.001,1742
1,1,2,0,SB_30HNC51CT514XQ01-OUT,IDF A WINDING TEMP (Z2),-99,1,,0,200,DEG C,2,0,,1,1,1743,SB_010200000000001743,data42,0,0,1,0.001,1743
1,1,2,0,SB_30HNC51CY001XQ01-OUT,IDF A BRG VIB (FIXED SIDE-X),-99,11,,0,25.4,mm/s,2,0,,1,1,1744,SB_010200000000001744,data43,0,0,1,0.001,1744
1,1,2,0,SB_30HNC51CY002XQ01-OUT,IDF A BRG VIB (FIXED SIDE-Y),-99,11,,0,25.4,mm/s,2,0,,1,1,1745,SB_010200000000001745,data44,0,0,1,0.001,1745
1,1,2,0,SB_30HNC51CY003XQ01-OUT,IDF A BRG VIB (FREE SIDE-X),-99,11,,0,25.4,mm/s,2,0,,1,1,1746,SB_010200000000001746,data45,0,0,1,0.001,1746
1,1,2,0,SB_30HNC51CY004XQ01-OUT,IDF A BRG VIB (FREE SIDE-Y),-99,11,,0,25.4,mm/s,2,0,,1,1,1747,SB_010200000000001747,data46,0,0,1,0.001,1747
1,1,2,0,SB_30HNC51CY005XQ01-OUT,IDF A BRG VIB (DE-X),-99,11,,0,25.4,mm/s,2,0,,1,1,1748,SB_010200000000001748,data47,0,0,1,0.001,1748
1,1,2,0,SB_30HNC51CY006XQ01-OUT,IDF A BRG VIB (DE-Y),-99,11,,0,25.4,mm/s,2,0,,1,1,1749,SB_010200000000001749,data48,0,0,1,0.001,1749
1,1,2,0,SB_30HNC51CY007XQ01-OUT,IDF A BRG VIB (NDE-X),-99,11,,0,25.4,mm/s,2,0,,1,1,1750,SB_010200000000001750,data49,0,0,1,0.001,1750
1,1,2,0,SB_30HNC51CY008XQ01-OUT,IDF A BRG VIB (NDE-Y),-99,11,,0,25.4,mm/s,2,0,,1,1,1751,SB_010200000000001751,data50,0,0,1,0.001,1751
1,1,2,0,SB_30HNC52CT505XQ01-OUT,IDF B BRG TEMP (DE-X),-99,1,,0,200,DEG C,2,0,,1,1,1752,SB_010200000000001752,data51,0,0,1,0.001,1752
1,1,2,0,SB_30HNC52CT506XQ01-OUT,IDF B BRG TEMP (DE-X),-99,1,,0,200,DEG C,2,0,,1,1,1753,SB_010200000000001753,data52,0,0,1,0.001,1753
1,1,2,0,SB_30HNC52CT507XQ01-OUT,IDF B BRG TEMP (NDE-X),-99,1,,0,200,DEG C,2,0,,1,1,1754,SB_010200000000001754,data53,0,0,1,0.001,1754
1,1,2,0,SB_30HNC52CT508XQ01-OUT,IDF B BRG TEMP (NDE-Y),-99,1,,0,200,DEG C,2,0,,1,1,1755,SB_010200000000001755,data54,0,0,1,0.001,1755
1,1,2,0,SB_30HNC52CT509XQ01-OUT,IDF B WINDING TEMP (X1),-99,1,,0,200,DEG C,2,0,,1,1,1756,SB_010200000000001756,data55,0,0,1,0.001,1756
1,1,2,0,SB_30HNC52CT512XQ01-OUT,IDF B WINDING TEMP (X2),-99,1,,0,200,DEG C,2,0,,1,1,1757,SB_010200000000001757,data56,0,0,1,0.001,1757
1,1,2,0,SB_30HNC52CT510XQ01-OUT,IDF B WINDING TEMP (Y1),-99,1,,0,200,DEG C,2,0,,1,1,1758,SB_010200000000001758,data57,0,0,1,0.001,1758
1,1,2,0,SB_30HNC52CT513XQ01-OUT,IDF B WINDING TEMP (Y2),-99,1,,0,200,DEG C,2,0,,1,1,1759,SB_010200000000001759,data58,0,0,1,0.001,1759
1,1,2,0,SB_30HNC52CT511XQ01-OUT,IDF B WINDING TEMP (Z1),-99,1,,0,200,DEG C,2,0,,1,1,1760,SB_010200000000001760,data59,0,0,1,0.001,1760
1,1,2,0,SB_30HNC52CT514XQ01-OUT,IDF B WINDING TEMP (Z2),-99,1,,0,200,DEG C,2,0,,1,1,1761,SB_010200000000001761,data60,0,0,1,0.001,1761
1,1,2,0,SB_30HNC52CY001XQ01-OUT,IDF B BRG VIB (FIXED SIDE-X),-99,11,,0,25.4,mm/s,2,0,,1,1,1762,SB_010200000000001762,data61,0,0,1,0.001,1762
1,1,2,0,SB_30HNC52CY002XQ01-OUT,IDF B BRG VIB (FIXED SIDE-Y),-99,11,,0,25.4,mm/s,2,0,,1,1,1763,SB_010200000000001763,data62,0,0,1,0.001,1763
1,1,2,0,SB_30HNC52CY003XQ01-OUT,IDF B BRG VIB (FREE SIDE-X),-99,11,,0,25.4,mm/s,2,0,,1,1,1764,SB_010200000000001764,data63,0,0,1,0.001,1764
1,1,2,0,SB_30HNC52CY004XQ01-OUT,IDF B BRG VIB (FREE SIDE-Y),-99,11,,0,25.4,mm/s,2,0,,1,1,1765,SB_010200000000001765,data64,0,0,1,0.001,1765
1,1,2,0,SB_30HNC52CY005XQ01-OUT,IDF B BRG VIB (DE-X),-99,11,,0,25.4,mm/s,2,0,,1,1,1766,SB_010200000000001766,data65,0,0,1,0.001,1766
1,1,2,0,SB_30HNC52CY006XQ01-OUT,IDF B BRG VIB (IDE-Y),-99,11,,0,25.4,mm/s,2,0,,1,1,1767,SB_010200000000001767,data66,0,0,1,0.001,1767
1,1,2,0,SB_30HNC52CY007XQ01-OUT,IDF B BRG VIB (NDE-X),-99,11,,0,25.4,mm/s,2,0,,1,1,1768,SB_010200000000001768,data67,0,0,1,0.001,1768
1,1,2,0,SB_30HNC52CY008XQ01-OUT,IDF B BRG VIB (NDE-Y),-99,11,,0,25.4,mm/s,2,0,,1,1,1769,SB_010200000000001769,data68,0,0,1,0.001,1769
1,1,2,0,SB_30HNC51AN001-POS,IDF A POS,-99,,,0,100,,2,0,,1,1,1770,SB_010200000000001770,data69,0,0,1,0.001,1770
1,1,2,0,SB_30HNC52AN001-POS,IDF B POS,-99,,,0,100,,2,0,,1,1,1771,SB_010200000000001771,data70,0,0,1,0.001,1771
1,1,2,0,SB_30HQA11AA001-MVS,ESP A INLET FG S/O DMPR POS IND,-99,,,0,100,,2,0,,1,1,1772,SB_010200000000001772,data71,0,0,1,0.001,1772
1,1,2,0,SB_30HQA11AA001-POS,ESP A INLET FG S/O DMPR POS,-99,,,0,100,,2,0,,1,1,1773,SB_010200000000001773,data72,0,0,1,0.001,1773
1,1,2,0,SB_30HQA12AA001-MVS,ESP B INLET FG S/O DMPR POS IND,-99,,,0,100,,2,0,,1,1,1774,SB_010200000000001774,data73,0,0,1,0.001,1774
1,1,2,0,SB_30HQA12AA001-POS,ESP B INLET FG S/O DMPR POS,-99,,,0,100,,2,0,,1,1,1775,SB_010200000000001775,data74,0,0,1,0.001,1775
1,1,2,0,SB_30HQA11AA002-MVS,ESP A OUTLET FG S/O DMPR POS IND,-99,,,0,100,,2,0,,1,1,1776,SB_010200000000001776,data75,0,0,1,0.001,1776
1,1,2,0,SB_30HQA11AA002-POS,ESP A OUTLET FG S/O DMPR POS,-99,,,0,100,,2,0,,1,1,1777,SB_010200000000001777,data76,0,0,1,0.001,1777
1,1,2,0,SB_30HQA12AA002-MVS,ESP B OUTLET FG S/O DMPR POS IND,-99,,,0,100,,2,0,,1,1,1778,SB_010200000000001778,data77,0,0,1,0.001,1778
1,1,2,0,SB_30HQA12AA002-POS,ESP B OUTLET FG S/O DMPR POS,-99,,,0,100,,2,0,,1,1,1779,SB_010200000000001779,data78,0,0,1,0.001,1779
1,1,2,0,SB_30LAB24AA251XQ01-OUT,BFP A RECIRC FCV POS,-99,18,,0,100,%,2,0,,1,1,1780,SB_010200000000001780,data79,0,0,1,0.001,1780
1,1,2,0,SB_30LAB25AA251XQ01-OUT,BFP B RECIRC FCV POS,-99,18,,0,100,%,2,0,,1,1,1781,SB_010200000000001781,data80,0,0,1,0.001,1781
1,1,2,0,SB_30LAB26AA251XQ01-OUT,BFP C RECIRC FCV POS,-99,18,,0,100,%,2,0,,1,1,1782,SB_010200000000001782,data81,0,0,1,0.001,1782
1,1,2,0,SB_30LAB30AA251XQ01-OUT,BOILER DRM LCV POS,-99,18,,0,100,%,2,0,,1,1,1783,SB_010200000000001783,data82,0,0,1,0.001,1783
1,1,2,0,SB_30LAB30AA101XQ01-OUT,BOILER DRM LCV BYP VLV POS,-99,18,,0,100,%,2,0,,1,1,1784,SB_010200000000001784,data83,0,0,1,0.001,1784
1,1,2,0,SB_30LAA10CL001XQ01-OUT,FW STOR TK LVL A,-99,11,,-1920,200,mm,2,0,,1,1,1785,SB_010200000000001785,data84,0,0,1,0.001,1785
1,1,2,0,SB_30LAA10CL002XQ01-OUT,FW STOR TK LVL B,-99,11,,-1920,200,mm,2,0,,1,1,1786,SB_010200000000001786,data85,0,0,1,0.001,1786
1,1,2,0,SB_30LAA10CL003XQ01-OUT,FW STOR TK LVL C,-99,11,,-1920,200,mm,2,0,,1,1,1787,SB_010200000000001787,data86,0,0,1,0.001,1787
1,1,2,0,SB_30LAA10CP001XQ01-OUT,FW STOR TK PRS,-99,2,,0,10,bar G,2,0,,1,1,1788,SB_010200000000001788,data87,0,0,1,0.001,1788
1,1,2,0,SB_30LAB21CP001XQ01-OUT,BFP A DSCH PRS,-99,2,,0,300,bar G,1,0,,1,1,1789,SB_010200000000001789,data88,0,0,1,0.01,1789
1,1,2,0,SB_30LAB22CP001XQ01-OUT,BFP B DSCH PRS,-99,2,,0,300,bar G,1,0,,1,1,1790,SB_010200000000001790,data89,0,0,1,0.01,1790
1,1,2,0,SB_30LAB23CP001XQ01-OUT,BFP C DSCH PRS,-99,2,,0,300,bar G,1,0,,1,1,1791,SB_010200000000001791,data90,0,0,1,0.01,1791
1,1,2,0,SB_30LAB30CP001XQ01-OUT,BFP DISCH HDR PRESS A,-99,2,,0,300,bar G,2,0,,1,1,1792,SB_010200000000001792,data91,0,0,1,0.001,1792
1,1,2,0,SB_30LAB30CP002XQ01-OUT,BFP DISCH HDR PRESS B,-99,2,,0,300,bar G,1,0,,1,1,1793,SB_010200000000001793,data92,0,0,1,0.01,1793
1,1,2,0,SB_30LAB40CP001XQ01-OUT,HP HTR5 INL WTR PRS A,-99,2,,0,300,bar G,2,0,,1,1,1794,SB_010200000000001794,data93,0,0,1,0.001,1794
1,1,2,0,SB_30LAB40CP002XQ01-OUT,HP HTR5 INL WTR PRS B,-99,2,,0,300,bar G,1,0,,1,1,1795,SB_010200000000001795,data94,0,0,1,0.01,1795
1,1,2,0,SB_30LAA10CT002XQ01-OUT,FW STOR TK TEMP,-99,1,,0,400,DEG C,1,0,,1,1,1796,SB_010200000000001796,data95,0,0,1,0.01,1796
1,1,2,0,SB_30LAB40CT001XQ01-OUT,HP HTR5 INL WTR TEMP,-99,1,,0,250,DEG C,1,0,,1,1,1797,SB_010200000000001797,data96,0,0,1,0.01,1797
