No,PID,ItemID,Description,Type,Unit,DP,disp_lower,disp_upper,dcsTagNo,valid,sufixx,org_TagNo(cut SB_/.PVor.OUT),-suffix,"follows are 0,_STATUS or SPARE_ or _SPARE or _STS or -SP-",raw&exist -OUT=0,not in ABJ=0.(vlookup ABJ_DCS_IO)
987,SB_010200000000000987,SB_30HFC10CP003XQ01.PV,MILL A GEARBOX OIL PRESS C,DOUBLE,,,0,10,30HFC10CP003XQ01,1,.PV,30HFC10CP003XQ01,,30HFC10CP003XQ01,-1,30HFC10CP003XQ01
988,SB_010200000000000988,SB_30HFC10CP101XQ01.PV,MILL A TABLE SEAL AIR DIFF PRESS,DOUBLE,,,0,250,30HFC10CP101XQ01,1,.PV,30HFC10CP101XQ01,,30HFC10CP101XQ01,-1,30HFC10CP101XQ01
989,SB_010200000000000989,SB_30HFC10CP102XQ01.PV,MILL A ROLLER SEAL AIR DIFF PRESS A,DOUBLE,,,0,450,30HFC10CP102XQ01,1,.PV,30HFC10CP102XQ01,,30HFC10CP102XQ01,-1,30HFC10CP102XQ01
990,SB_010200000000000990,SB_30HFC10CP103XQ01.PV,MILL A ROLLER SEAL AIR DIFF PRESS B,DOUBLE,,,0,450,30HFC10CP103XQ01,1,.PV,30HFC10CP103XQ01,,30HFC10CP103XQ01,-1,30HFC10CP103XQ01
991,SB_010200000000000991,SB_30HFC10CP104XQ01.PV,MILL A ROLLER SEAL AIR DIFF PRESS C,DOUBLE,,,0,450,30HFC10CP104XQ01,1,.PV,30HFC10CP104XQ01,,30HFC10CP104XQ01,-1,30HFC10CP104XQ01
992,SB_010200000000000992,SB_30HFC10CP105XQ01.PV,MILL A TENSIONER SEAL AIR DIFF PRESS,DOUBLE,,,0,450,30HFC10CP105XQ01,1,.PV,30HFC10CP105XQ01,,30HFC10CP105XQ01,-1,30HFC10CP105XQ01
993,SB_010200000000000993,SB_30HFC10CP106XQ01.PV,MILL A BOWL DIFF PRESS,DOUBLE,,,0,250,30HFC10CP106XQ01,1,.PV,30HFC10CP106XQ01,,30HFC10CP106XQ01,-1,30HFC10CP106XQ01
994,SB_010200000000000994,SB_30HFC10CS001XQ01.PV,MILL A COAL VELOCITY SENSOR 1,DOUBLE,,,0,30,30HFC10CS001XQ01,1,.PV,30HFC10CS001XQ01,,30HFC10CS001XQ01,-1,30HFC10CS001XQ01
995,SB_010200000000000995,SB_30HFC10CS002XQ01.PV,MILL A COAL VELOCITY SENSOR 2,DOUBLE,,,0,30,30HFC10CS002XQ01,1,.PV,30HFC10CS002XQ01,,30HFC10CS002XQ01,-1,30HFC10CS002XQ01
996,SB_010200000000000996,SB_30HFC10CT504XQ01.PV,MILL A MTR WINDING TEMP U1,DOUBLE,,,0,180,30HFC10CT504XQ01,1,.PV,30HFC10CT504XQ01,,30HFC10CT504XQ01,-1,30HFC10CT504XQ01
997,SB_010200000000000997,SB_30HFC10CT506XQ01.PV,MILL A MTR WINDING TEMP W1,DOUBLE,,,0,180,30HFC10CT506XQ01,1,.PV,30HFC10CT506XQ01,,30HFC10CT506XQ01,-1,30HFC10CT506XQ01
998,SB_010200000000000998,SB_30HFC10CT507XQ01.PV,MILL A MTR WINDING TEMP U2,DOUBLE,,,0,180,30HFC10CT507XQ01,1,.PV,30HFC10CT507XQ01,,30HFC10CT507XQ01,-1,30HFC10CT507XQ01
999,SB_010200000000000999,SB_30HFC10CT509XQ01.PV,MILL A MTR WINDING TEMP W2,DOUBLE,,,0,180,30HFC10CT509XQ01,1,.PV,30HFC10CT509XQ01,,30HFC10CT509XQ01,-1,30HFC10CT509XQ01
1000,SB_010200000000001000,SB_30HFC10CT510XQ01.PV,MILL A MOT DE BRG TEMP,DOUBLE,,,0,200,30HFC10CT510XQ01,1,.PV,30HFC10CT510XQ01,,30HFC10CT510XQ01,-1,30HFC10CT510XQ01
1001,SB_010200000000001001,SB_30HFC10CT511XQ01.PV,MILL A MOT NDE BRG TEMP,DOUBLE,,,0,200,30HFC10CT511XQ01,1,.PV,30HFC10CT511XQ01,,30HFC10CT511XQ01,-1,30HFC10CT511XQ01
1002,SB_010200000000001002,SB_30HFC10CT512XQ01.PV,MILL A GEARBOX OIL INLET TEMP A,DOUBLE,,,-30,130,30HFC10CT512XQ01,1,.PV,30HFC10CT512XQ01,,30HFC10CT512XQ01,-1,30HFC10CT512XQ01
1003,SB_010200000000001003,SB_30HFC10CT513XQ01.PV,MILL A GEARBOX OIL INLET TEMP B,DOUBLE,,,-30,130,30HFC10CT513XQ01,1,.PV,30HFC10CT513XQ01,,30HFC10CT513XQ01,-1,30HFC10CT513XQ01
1004,SB_010200000000001004,SB_30HFC10CT514XQ01.PV,MILL A GEARBOX THRUST PAD BRG TEMP A,DOUBLE,,,-30,130,30HFC10CT514XQ01,1,.PV,30HFC10CT514XQ01,,30HFC10CT514XQ01,-1,30HFC10CT514XQ01
1005,SB_010200000000001005,SB_30HFC10CT515XQ01.PV,MILL A GEARBOX THRUST PAD BRG TEMP B,DOUBLE,,,-30,130,30HFC10CT515XQ01,1,.PV,30HFC10CT515XQ01,,30HFC10CT515XQ01,-1,30HFC10CT515XQ01
1006,SB_010200000000001006,SB_30HFC10CT516XQ01.PV,MILL A GEARBOX THRUST PAD BRG TEMP C,DOUBLE,,,-30,130,30HFC10CT516XQ01,1,.PV,30HFC10CT516XQ01,,30HFC10CT516XQ01,-1,30HFC10CT516XQ01
1007,SB_010200000000001007,SB_30HFC10CT517XQ01.PV,MILL A GEARBOX SUMP TEMP A,DOUBLE,,,-30,130,30HFC10CT517XQ01,1,.PV,30HFC10CT517XQ01,,30HFC10CT517XQ01,-1,30HFC10CT517XQ01
1008,SB_010200000000001008,SB_30HFC10CT518XQ01.PV,MILL A GEARBOX SUMP TEMP B,DOUBLE,,,-30,130,30HFC10CT518XQ01,1,.PV,30HFC10CT518XQ01,,30HFC10CT518XQ01,-1,30HFC10CT518XQ01
1009,SB_010200000000001009,SB_30HFC10CY001XQ01.PV,MILL A MOT DE VIB X,DOUBLE,,,0,25.4,30HFC10CY001XQ01,1,.PV,30HFC10CY001XQ01,,30HFC10CY001XQ01,-1,30HFC10CY001XQ01
1010,SB_010200000000001010,SB_30HFC10CY002XQ01.PV,MILL A MOT DE VIB Y,DOUBLE,,,0,25.4,30HFC10CY002XQ01,1,.PV,30HFC10CY002XQ01,,30HFC10CY002XQ01,-1,30HFC10CY002XQ01
1011,SB_010200000000001011,SB_30HFC10CY004XQ01.PV,MILL A MOT NDE VIB Y,DOUBLE,,,0,25.4,30HFC10CY004XQ01,1,.PV,30HFC10CY004XQ01,,30HFC10CY004XQ01,-1,30HFC10CY004XQ01
1012,SB_010200000000001012,SB_30HFC20AJ001XQ01.PV,MILL B MOT CURRENT,DOUBLE,,,0,50,30HFC20AJ001XQ01,1,.PV,30HFC20AJ001XQ01,,30HFC20AJ001XQ01,-1,30HFC20AJ001XQ01
1013,SB_010200000000001013,SB_30HFC20CD001XQ01.PV,MILL B CO INTENSITY,DOUBLE,,,0,1000,30HFC20CD001XQ01,1,.PV,30HFC20CD001XQ01,,30HFC20CD001XQ01,-1,30HFC20CD001XQ01
1014,SB_010200000000001014,SB_30HFC20CP001XQ01.PV,MILL B GEARBOX OIL PRESS A,DOUBLE,,,0,10,30HFC20CP001XQ01,1,.PV,30HFC20CP001XQ01,,30HFC20CP001XQ01,-1,30HFC20CP001XQ01
1015,SB_010200000000001015,SB_30HFC20CP002XQ01.PV,MILL B GEARBOX OIL PRESS B,DOUBLE,,,0,10,30HFC20CP002XQ01,1,.PV,30HFC20CP002XQ01,,30HFC20CP002XQ01,-1,30HFC20CP002XQ01
1016,SB_010200000000001016,SB_30HFC20CP003XQ01.PV,MILL B GEARBOX OIL PRESS C,DOUBLE,,,0,10,30HFC20CP003XQ01,1,.PV,30HFC20CP003XQ01,,30HFC20CP003XQ01,-1,30HFC20CP003XQ01
1017,SB_010200000000001017,SB_30HFC20CP101XQ01.PV,MILL B TABLE SEAL AIR DIFF PRESS,DOUBLE,,,0,250,30HFC20CP101XQ01,1,.PV,30HFC20CP101XQ01,,30HFC20CP101XQ01,-1,30HFC20CP101XQ01
1018,SB_010200000000001018,SB_30HFC20CP102XQ01.PV,MILL B ROLLER SEAL AIR DIFF PRESS A,DOUBLE,,,0,450,30HFC20CP102XQ01,1,.PV,30HFC20CP102XQ01,,30HFC20CP102XQ01,-1,30HFC20CP102XQ01
1019,SB_010200000000001019,SB_30HFC20CP103XQ01.PV,MILL B ROLLER SEAL AIR DIFF PRESS B,DOUBLE,,,0,450,30HFC20CP103XQ01,1,.PV,30HFC20CP103XQ01,,30HFC20CP103XQ01,-1,30HFC20CP103XQ01
1020,SB_010200000000001020,SB_30HFC20CP104XQ01.PV,MILL B ROLLER SEAL AIR DIFF PRESS C,DOUBLE,,,0,450,30HFC20CP104XQ01,1,.PV,30HFC20CP104XQ01,,30HFC20CP104XQ01,-1,30HFC20CP104XQ01
1021,SB_010200000000001021,SB_30HFC20CP105XQ01.PV,MILL B TENSIONER SEAL AIR DIFF PRESS,DOUBLE,,,0,450,30HFC20CP105XQ01,1,.PV,30HFC20CP105XQ01,,30HFC20CP105XQ01,-1,30HFC20CP105XQ01
1022,SB_010200000000001022,SB_30HFC20CP106XQ01.PV,MILL B BOWL DIFF PRESS,DOUBLE,,,0,250,30HFC20CP106XQ01,1,.PV,30HFC20CP106XQ01,,30HFC20CP106XQ01,-1,30HFC20CP106XQ01
1023,SB_010200000000001023,SB_30HFC20CS001XQ01.PV,MILL B COAL VELOCITY SENSOR 1,DOUBLE,,,0,30,30HFC20CS001XQ01,1,.PV,30HFC20CS001XQ01,,30HFC20CS001XQ01,-1,30HFC20CS001XQ01
1024,SB_010200000000001024,SB_30HFC20CS002XQ01.PV,MILL B COAL VELOCITY SENSOR 2,DOUBLE,,,0,30,30HFC20CS002XQ01,1,.PV,30HFC20CS002XQ01,,30HFC20CS002XQ01,-1,30HFC20CS002XQ01
1025,SB_010200000000001025,SB_30HFC20CS003XQ01.PV,MILL B COAL VELOCITY SENSOR 3,DOUBLE,,,0,30,30HFC20CS003XQ01,1,.PV,30HFC20CS003XQ01,,30HFC20CS003XQ01,-1,30HFC20CS003XQ01
1026,SB_010200000000001026,SB_30HFC20CT504XQ01.PV,MILL B MTR WINDING TEMP U1,DOUBLE,,,0,180,30HFC20CT504XQ01,1,.PV,30HFC20CT504XQ01,,30HFC20CT504XQ01,-1,30HFC20CT504XQ01
1027,SB_010200000000001027,SB_30HFC20CT506XQ01.PV,MILL B MTR WINDING TEMP W1,DOUBLE,,,0,180,30HFC20CT506XQ01,1,.PV,30HFC20CT506XQ01,,30HFC20CT506XQ01,-1,30HFC20CT506XQ01
1028,SB_010200000000001028,SB_30HFC20CT507XQ01.PV,MILL B MTR WINDING TEMP U2,DOUBLE,,,0,180,30HFC20CT507XQ01,1,.PV,30HFC20CT507XQ01,,30HFC20CT507XQ01,-1,30HFC20CT507XQ01
1029,SB_010200000000001029,SB_30HFC20CT509XQ01.PV,MILL B MTR WINDING TEMP W2,DOUBLE,,,0,180,30HFC20CT509XQ01,1,.PV,30HFC20CT509XQ01,,30HFC20CT509XQ01,-1,30HFC20CT509XQ01
1030,SB_010200000000001030,SB_30HFC20CT510XQ01.PV,MILL B MOT DE BRG TEMP,DOUBLE,,,0,200,30HFC20CT510XQ01,1,.PV,30HFC20CT510XQ01,,30HFC20CT510XQ01,-1,30HFC20CT510XQ01
1031,SB_010200000000001031,SB_30HFC20CT511XQ01.PV,MILL B MOT NDE BRG TEMP,DOUBLE,,,0,200,30HFC20CT511XQ01,1,.PV,30HFC20CT511XQ01,,30HFC20CT511XQ01,-1,30HFC20CT511XQ01
1032,SB_010200000000001032,SB_30HFC20CT512XQ01.PV,MILL B GEARBOX OIL INLET TEMP A,DOUBLE,,,-30,130,30HFC20CT512XQ01,1,.PV,30HFC20CT512XQ01,,30HFC20CT512XQ01,-1,30HFC20CT512XQ01
1033,SB_010200000000001033,SB_30HFC20CT513XQ01.PV,MILL B GEARBOX OIL INLET TEMP B,DOUBLE,,,-30,130,30HFC20CT513XQ01,1,.PV,30HFC20CT513XQ01,,30HFC20CT513XQ01,-1,30HFC20CT513XQ01
1034,SB_010200000000001034,SB_30HFC20CT514XQ01.PV,MILL B GEARBOX THRUST PAD BRG TEMP A,DOUBLE,,,-30,130,30HFC20CT514XQ01,1,.PV,30HFC20CT514XQ01,,30HFC20CT514XQ01,-1,30HFC20CT514XQ01
1035,SB_010200000000001035,SB_30HFC20CT515XQ01.PV,MILL B GEARBOX THRUST PAD BRG TEMP B,DOUBLE,,,-30,130,30HFC20CT515XQ01,1,.PV,30HFC20CT515XQ01,,30HFC20CT515XQ01,-1,30HFC20CT515XQ01
1036,SB_010200000000001036,SB_30HFC20CT516XQ01.PV,MILL B GEARBOX THRUST PAD BRG TEMP C,DOUBLE,,,-30,130,30HFC20CT516XQ01,1,.PV,30HFC20CT516XQ01,,30HFC20CT516XQ01,-1,30HFC20CT516XQ01
1037,SB_010200000000001037,SB_30HFC20CT517XQ01.PV,MILL B GEARBOX SUMP TEMP A,DOUBLE,,,-30,130,30HFC20CT517XQ01,1,.PV,30HFC20CT517XQ01,,30HFC20CT517XQ01,-1,30HFC20CT517XQ01
1038,SB_010200000000001038,SB_30HFC20CT518XQ01.PV,MILL B GEARBOX SUMP TEMP B,DOUBLE,,,-30,130,30HFC20CT518XQ01,1,.PV,30HFC20CT518XQ01,,30HFC20CT518XQ01,-1,30HFC20CT518XQ01
1039,SB_010200000000001039,SB_30HFC20CY001XQ01.PV,MILL B MOT DE VIB X,DOUBLE,,,0,25.4,30HFC20CY001XQ01,1,.PV,30HFC20CY001XQ01,,30HFC20CY001XQ01,-1,30HFC20CY001XQ01
1040,SB_010200000000001040,SB_30HFC20CY002XQ01.PV,MILL B MOT DE VIB Y,DOUBLE,,,0,25.4,30HFC20CY002XQ01,1,.PV,30HFC20CY002XQ01,,30HFC20CY002XQ01,-1,30HFC20CY002XQ01
1041,SB_010200000000001041,SB_30HFC20CY004XQ01.PV,MILL B MOT NDE VIB Y,DOUBLE,,,0,25.4,30HFC20CY004XQ01,1,.PV,30HFC20CY004XQ01,,30HFC20CY004XQ01,-1,30HFC20CY004XQ01
1042,SB_010200000000001042,SB_30HFC30AJ001XQ01.PV,MILL C MOT CURRENT,DOUBLE,,,0,50,30HFC30AJ001XQ01,1,.PV,30HFC30AJ001XQ01,,30HFC30AJ001XQ01,-1,30HFC30AJ001XQ01
1043,SB_010200000000001043,SB_30HFC30CD001XQ01.PV,MILL C CO INTENSITY,DOUBLE,,,0,1000,30HFC30CD001XQ01,1,.PV,30HFC30CD001XQ01,,30HFC30CD001XQ01,-1,30HFC30CD001XQ01
1044,SB_010200000000001044,SB_30HFC30CP003XQ01.PV,MILL C GEARBOX OIL PRESS C,DOUBLE,,,0,10,30HFC30CP003XQ01,1,.PV,30HFC30CP003XQ01,,30HFC30CP003XQ01,-1,30HFC30CP003XQ01
1045,SB_010200000000001045,SB_30HFC30CP101XQ01.PV,MILL C TABLE SEAL AIR DIFF PRESS,DOUBLE,,,0,250,30HFC30CP101XQ01,1,.PV,30HFC30CP101XQ01,,30HFC30CP101XQ01,-1,30HFC30CP101XQ01
1046,SB_010200000000001046,SB_30HFC30CP102XQ01.PV,MILL C ROLLER SEAL AIR DIFF PRESS A,DOUBLE,,,0,450,30HFC30CP102XQ01,1,.PV,30HFC30CP102XQ01,,30HFC30CP102XQ01,-1,30HFC30CP102XQ01
1047,SB_010200000000001047,SB_30HFC30CP103XQ01.PV,MILL C ROLLER SEAL AIR DIFF PRESS B,DOUBLE,,,0,450,30HFC30CP103XQ01,1,.PV,30HFC30CP103XQ01,,30HFC30CP103XQ01,-1,30HFC30CP103XQ01
1048,SB_010200000000001048,SB_30HFC30CP104XQ01.PV,MILL C ROLLER SEAL AIR DIFF PRESS C,DOUBLE,,,0,450,30HFC30CP104XQ01,1,.PV,30HFC30CP104XQ01,,30HFC30CP104XQ01,-1,30HFC30CP104XQ01
1049,SB_010200000000001049,SB_30HFC30CP105XQ01.PV,MILL C TENSIONER SEAL AIR DIFF PRESS,DOUBLE,,,0,450,30HFC30CP105XQ01,1,.PV,30HFC30CP105XQ01,,30HFC30CP105XQ01,-1,30HFC30CP105XQ01
1050,SB_010200000000001050,SB_30HFC30CP106XQ01.PV,MILL C BOWL DIFF PRESS,DOUBLE,,,0,250,30HFC30CP106XQ01,1,.PV,30HFC30CP106XQ01,,30HFC30CP106XQ01,-1,30HFC30CP106XQ01
1051,SB_010200000000001051,SB_30HFC30CS001XQ01.PV,MILL C COAL VELOCITY SENSOR 1,DOUBLE,,,0,30,30HFC30CS001XQ01,1,.PV,30HFC30CS001XQ01,,30HFC30CS001XQ01,-1,30HFC30CS001XQ01
1052,SB_010200000000001052,SB_30HFC30CS002XQ01.PV,MILL C COAL VELOCITY SENSOR 2,DOUBLE,,,0,30,30HFC30CS002XQ01,1,.PV,30HFC30CS002XQ01,,30HFC30CS002XQ01,-1,30HFC30CS002XQ01
1053,SB_010200000000001053,SB_30HFC30CT504XQ01.PV,MILL C MTR WINDING TEMP U1,DOUBLE,,,0,180,30HFC30CT504XQ01,1,.PV,30HFC30CT504XQ01,,30HFC30CT504XQ01,-1,30HFC30CT504XQ01
1054,SB_010200000000001054,SB_30HFC30CT506XQ01.PV,MILL C MTR WINDING TEMP W1,DOUBLE,,,0,180,30HFC30CT506XQ01,1,.PV,30HFC30CT506XQ01,,30HFC30CT506XQ01,-1,30HFC30CT506XQ01
1055,SB_010200000000001055,SB_30HFC30CT507XQ01.PV,MILL C MTR WINDING TEMP U2,DOUBLE,,,0,180,30HFC30CT507XQ01,1,.PV,30HFC30CT507XQ01,,30HFC30CT507XQ01,-1,30HFC30CT507XQ01
1056,SB_010200000000001056,SB_30HFC30CT509XQ01.PV,MILL C MTR WINDING TEMP W2,DOUBLE,,,0,180,30HFC30CT509XQ01,1,.PV,30HFC30CT509XQ01,,30HFC30CT509XQ01,-1,30HFC30CT509XQ01
1057,SB_010200000000001057,SB_30HFC30CT510XQ01.PV,MILL C MOT DE BRG TEMP,DOUBLE,,,0,200,30HFC30CT510XQ01,1,.PV,30HFC30CT510XQ01,,30HFC30CT510XQ01,-1,30HFC30CT510XQ01
1058,SB_010200000000001058,SB_30HFC30CT511XQ01.PV,MILL C MOT NDE BRG TEMP,DOUBLE,,,0,200,30HFC30CT511XQ01,1,.PV,30HFC30CT511XQ01,,30HFC30CT511XQ01,-1,30HFC30CT511XQ01
1059,SB_010200000000001059,SB_30HFC30CT512XQ01.PV,MILL C GEARBOX OIL INLET TEMP A,DOUBLE,,,-30,130,30HFC30CT512XQ01,1,.PV,30HFC30CT512XQ01,,30HFC30CT512XQ01,-1,30HFC30CT512XQ01
1060,SB_010200000000001060,SB_30HFC30CT513XQ01.PV,MILL C GEARBOX OIL INLET TEMP B,DOUBLE,,,-30,130,30HFC30CT513XQ01,1,.PV,30HFC30CT513XQ01,,30HFC30CT513XQ01,-1,30HFC30CT513XQ01
1061,SB_010200000000001061,SB_30HFC30CT514XQ01.PV,MILL C GEARBOX THRUST PAD BRG TEMP A,DOUBLE,,,-30,130,30HFC30CT514XQ01,1,.PV,30HFC30CT514XQ01,,30HFC30CT514XQ01,-1,30HFC30CT514XQ01
1062,SB_010200000000001062,SB_30HFC30CT515XQ01.PV,MILL C GEARBOX THRUST PAD BRG TEMP B,DOUBLE,,,-30,130,30HFC30CT515XQ01,1,.PV,30HFC30CT515XQ01,,30HFC30CT515XQ01,-1,30HFC30CT515XQ01
1063,SB_010200000000001063,SB_30HFC30CT517XQ01.PV,MILL C GEARBOX SUMP TEMP A,DOUBLE,,,-30,130,30HFC30CT517XQ01,1,.PV,30HFC30CT517XQ01,,30HFC30CT517XQ01,-1,30HFC30CT517XQ01
1064,SB_010200000000001064,SB_30HFC30CT518XQ01.PV,MILL C GEARBOX SUMP TEMP B,DOUBLE,,,-30,130,30HFC30CT518XQ01,1,.PV,30HFC30CT518XQ01,,30HFC30CT518XQ01,-1,30HFC30CT518XQ01
1065,SB_010200000000001065,SB_30HFC30CY001XQ01.PV,MILL C MOT DE VIB X,DOUBLE,,,0,25.4,30HFC30CY001XQ01,1,.PV,30HFC30CY001XQ01,,30HFC30CY001XQ01,-1,30HFC30CY001XQ01
1066,SB_010200000000001066,SB_30HFC30CY002XQ01.PV,MILL C MOT DE VIB Y,DOUBLE,,,0,25.4,30HFC30CY002XQ01,1,.PV,30HFC30CY002XQ01,,30HFC30CY002XQ01,-1,30HFC30CY002XQ01
1067,SB_010200000000001067,SB_30HFC30CY004XQ01.PV,MILL C MOT NDE VIB Y,DOUBLE,,,0,25.4,30HFC30CY004XQ01,1,.PV,30HFC30CY004XQ01,,30HFC30CY004XQ01,-1,30HFC30CY004XQ01
1068,SB_010200000000001068,SB_30HFC40AJ001XQ01.PV,MILL D MOT CURRENT,DOUBLE,,,0,50,30HFC40AJ001XQ01,1,.PV,30HFC40AJ001XQ01,,30HFC40AJ001XQ01,-1,30HFC40AJ001XQ01
1069,SB_010200000000001069,SB_30HFC40CD001XQ01.PV,MILL D CO INTENSITY,DOUBLE,,,0,1000,30HFC40CD001XQ01,1,.PV,30HFC40CD001XQ01,,30HFC40CD001XQ01,-1,30HFC40CD001XQ01
1070,SB_010200000000001070,SB_30HFC40CP001XQ01.PV,MILL D GEARBOX OIL PRESS A,DOUBLE,,,0,10,30HFC40CP001XQ01,1,.PV,30HFC40CP001XQ01,,30HFC40CP001XQ01,-1,30HFC40CP001XQ01
1071,SB_010200000000001071,SB_30HFC40CP002XQ01.PV,MILL D GEARBOX OIL PRESS B,DOUBLE,,,0,10,30HFC40CP002XQ01,1,.PV,30HFC40CP002XQ01,,30HFC40CP002XQ01,-1,30HFC40CP002XQ01
1072,SB_010200000000001072,SB_30HFC40CP003XQ01.PV,MILL D GEARBOX OIL PRESS C,DOUBLE,,,0,10,30HFC40CP003XQ01,1,.PV,30HFC40CP003XQ01,,30HFC40CP003XQ01,-1,30HFC40CP003XQ01
1073,SB_010200000000001073,SB_30HFC40CP101XQ01.PV,MILL D TABLE SEAL AIR DIFF PRESS,DOUBLE,,,0,250,30HFC40CP101XQ01,1,.PV,30HFC40CP101XQ01,,30HFC40CP101XQ01,-1,30HFC40CP101XQ01
1074,SB_010200000000001074,SB_30HFC40CP102XQ01.PV,MILL D ROLLER SEAL AIR DIFF PRESS A,DOUBLE,,,0,500,30HFC40CP102XQ01,1,.PV,30HFC40CP102XQ01,,30HFC40CP102XQ01,-1,30HFC40CP102XQ01
1075,SB_010200000000001075,SB_30HFC40CP103XQ01.PV,MILL D ROLLER SEAL AIR DIFF PRESS B,DOUBLE,,,0,450,30HFC40CP103XQ01,1,.PV,30HFC40CP103XQ01,,30HFC40CP103XQ01,-1,30HFC40CP103XQ01
1076,SB_010200000000001076,SB_30HFC40CP104XQ01.PV,MILL D ROLLER SEAL AIR DIFF PRESS C,DOUBLE,,,0,450,30HFC40CP104XQ01,1,.PV,30HFC40CP104XQ01,,30HFC40CP104XQ01,-1,30HFC40CP104XQ01
1077,SB_010200000000001077,SB_30HFC40CP105XQ01.PV,MILL D TENSIONER SEAL AIR DIFF PRESS,DOUBLE,,,0,450,30HFC40CP105XQ01,1,.PV,30HFC40CP105XQ01,,30HFC40CP105XQ01,-1,30HFC40CP105XQ01
1078,SB_010200000000001078,SB_30HFC40CP106XQ01.PV,MILL D BOWL DIFF PRESS,DOUBLE,,,0,250,30HFC40CP106XQ01,1,.PV,30HFC40CP106XQ01,,30HFC40CP106XQ01,-1,30HFC40CP106XQ01
1079,SB_010200000000001079,SB_30HFC40CS001XQ01.PV,MILL D COAL VELOCITY SENSOR 1,DOUBLE,,,0,30,30HFC40CS001XQ01,1,.PV,30HFC40CS001XQ01,,30HFC40CS001XQ01,-1,30HFC40CS001XQ01
1080,SB_010200000000001080,SB_30HFC40CS002XQ01.PV,MILL D COAL VELOCITY SENSOR 2,DOUBLE,,,0,30,30HFC40CS002XQ01,1,.PV,30HFC40CS002XQ01,,30HFC40CS002XQ01,-1,30HFC40CS002XQ01
1081,SB_010200000000001081,SB_30HFC40CS003XQ01.PV,MILL D COAL VELOCITY SENSOR 3,DOUBLE,,,0,30,30HFC40CS003XQ01,1,.PV,30HFC40CS003XQ01,,30HFC40CS003XQ01,-1,30HFC40CS003XQ01
1082,SB_010200000000001082,SB_30HFC40CT504XQ01.PV,MILL D MTR WINDING TEMP U1,DOUBLE,,,0,180,30HFC40CT504XQ01,1,.PV,30HFC40CT504XQ01,,30HFC40CT504XQ01,-1,30HFC40CT504XQ01
1083,SB_010200000000001083,SB_30HFC40CT506XQ01.PV,MILL D MTR WINDING TEMP W1,DOUBLE,,,0,180,30HFC40CT506XQ01,1,.PV,30HFC40CT506XQ01,,30HFC40CT506XQ01,-1,30HFC40CT506XQ01
1084,SB_010200000000001084,SB_30HFC40CT507XQ01.PV,MILL D MTR WINDING TEMP U2,DOUBLE,,,0,180,30HFC40CT507XQ01,1,.PV,30HFC40CT507XQ01,,30HFC40CT507XQ01,-1,30HFC40CT507XQ01
1085,SB_010200000000001085,SB_30HFC40CT509XQ01.PV,MILL D MTR WINDING TEMP W2,DOUBLE,,,0,180,30HFC40CT509XQ01,1,.PV,30HFC40CT509XQ01,,30HFC40CT509XQ01,-1,30HFC40CT509XQ01
1086,SB_010200000000001086,SB_30HFC40CT510XQ01.PV,MILL D MOT DE BRG TEMP,DOUBLE,,,0,200,30HFC40CT510XQ01,1,.PV,30HFC40CT510XQ01,,30HFC40CT510XQ01,-1,30HFC40CT510XQ01
1087,SB_010200000000001087,SB_30HFC40CT511XQ01.PV,MILL D MOT NDE BRG TEMP,DOUBLE,,,0,200,30HFC40CT511XQ01,1,.PV,30HFC40CT511XQ01,,30HFC40CT511XQ01,-1,30HFC40CT511XQ01
1088,SB_010200000000001088,SB_30HFC40CT512XQ01.PV,MILL D GEARBOX OIL INLET TEMP A,DOUBLE,,,-30,130,30HFC40CT512XQ01,1,.PV,30HFC40CT512XQ01,,30HFC40CT512XQ01,-1,30HFC40CT512XQ01
1089,SB_010200000000001089,SB_30HFC40CT513XQ01.PV,MILL D GEARBOX OIL INLET TEMP B,DOUBLE,,,-30,130,30HFC40CT513XQ01,1,.PV,30HFC40CT513XQ01,,30HFC40CT513XQ01,-1,30HFC40CT513XQ01
1090,SB_010200000000001090,SB_30HFC40CT514XQ01.PV,MILL D GEARBOX THRUST PAD BRG TEMP A,DOUBLE,,,-30,130,30HFC40CT514XQ01,1,.PV,30HFC40CT514XQ01,,30HFC40CT514XQ01,-1,30HFC40CT514XQ01
1091,SB_010200000000001091,SB_30HFC40CT515XQ01.PV,MILL D GEARBOX THRUST PAD BRG TEMP B,DOUBLE,,,-30,130,30HFC40CT515XQ01,1,.PV,30HFC40CT515XQ01,,30HFC40CT515XQ01,-1,30HFC40CT515XQ01
1092,SB_010200000000001092,SB_30HFC40CT517XQ01.PV,MILL D GEARBOX SUMP TEMP A,DOUBLE,,,-30,130,30HFC40CT517XQ01,1,.PV,30HFC40CT517XQ01,,30HFC40CT517XQ01,-1,30HFC40CT517XQ01
1093,SB_010200000000001093,SB_30HFC40CT518XQ01.PV,MILL D GEARBOX SUMP TEMP B,DOUBLE,,,-30,130,30HFC40CT518XQ01,1,.PV,30HFC40CT518XQ01,,30HFC40CT518XQ01,-1,30HFC40CT518XQ01
1094,SB_010200000000001094,SB_30HFC40CY001XQ01.PV,MILL D MOT DE VIB X,DOUBLE,,,0,25.4,30HFC40CY001XQ01,1,.PV,30HFC40CY001XQ01,,30HFC40CY001XQ01,-1,30HFC40CY001XQ01
